date,RON 95-III,RON 92-II
8/22/2018,21.17,19.61
8/23/2018,21.17,19.61
8/24/2018,21.17,19.61
8/25/2018,21.17,19.61
8/26/2018,21.17,19.61
8/27/2018,21.17,19.61
8/28/2018,21.17,19.61
8/29/2018,21.17,19.61
8/30/2018,21.17,19.61
8/31/2018,21.17,19.61
9/1/2018,21.17,19.61
9/2/2018,21.17,19.61
9/3/2018,21.17,19.61
9/4/2018,21.17,19.61
9/5/2018,21.17,19.61
9/6/2018,21.47,19.91
9/7/2018,21.47,19.91
9/8/2018,21.47,19.91
9/9/2018,21.47,19.91
9/10/2018,21.47,19.91
9/11/2018,21.47,19.91
9/12/2018,21.47,19.91
9/13/2018,21.47,19.91
9/14/2018,21.47,19.91
9/15/2018,21.47,19.91
9/16/2018,21.47,19.91
9/17/2018,21.47,19.91
9/18/2018,21.47,19.91
9/19/2018,21.47,19.91
9/20/2018,21.47,19.91
9/21/2018,21.77,20.23
9/22/2018,21.77,20.23
9/23/2018,21.77,20.23
9/24/2018,21.77,20.23
9/25/2018,21.77,20.23
9/26/2018,21.77,20.23
9/27/2018,21.77,20.23
9/28/2018,21.77,20.23
9/29/2018,21.77,20.23
9/30/2018,21.77,20.23
10/1/2018,21.77,20.23
10/2/2018,21.77,20.23
10/3/2018,21.77,20.23
10/4/2018,21.77,20.23
10/5/2018,21.77,20.23
10/6/2018,22.34,20.9
10/7/2018,22.34,20.9
10/8/2018,22.34,20.9
10/9/2018,22.34,20.9
10/10/2018,22.34,20.9
10/11/2018,22.34,20.9
10/12/2018,22.34,20.9
10/13/2018,22.34,20.9
10/14/2018,22.34,20.9
10/15/2018,22.34,20.9
10/16/2018,22.34,20.9
10/17/2018,22.34,20.9
10/18/2018,22.34,20.9
10/19/2018,22.34,20.9
10/20/2018,22.34,20.9
10/21/2018,22.34,20.9
10/22/2018,22.2,20.68
10/23/2018,22.2,20.68
10/24/2018,22.2,20.68
10/25/2018,22.2,20.68
10/26/2018,22.2,20.68
10/27/2018,22.2,20.68
10/28/2018,22.2,20.68
10/29/2018,22.2,20.68
10/30/2018,22.2,20.68
10/31/2018,22.2,20.68
11/1/2018,22.2,20.68
11/2/2018,22.2,20.68
11/3/2018,22.2,20.68
11/4/2018,22.2,20.68
11/5/2018,22.2,20.68
11/6/2018,21.06,19.6
11/7/2018,21.06,19.6
11/8/2018,21.06,19.6
11/9/2018,21.06,19.6
11/10/2018,21.06,19.6
11/11/2018,21.06,19.6
11/12/2018,21.06,19.6
11/13/2018,21.06,19.6
11/14/2018,21.06,19.6
11/15/2018,21.06,19.6
11/16/2018,21.06,19.6
11/17/2018,21.06,19.6
11/18/2018,21.06,19.6
11/19/2018,21.06,19.6
11/20/2018,21.06,19.6
11/21/2018,19.97,18.62
11/22/2018,19.97,18.62
11/23/2018,19.97,18.62
11/24/2018,19.97,18.62
11/25/2018,19.97,18.62
11/26/2018,19.97,18.62
11/27/2018,19.97,18.62
11/28/2018,19.97,18.62
11/29/2018,19.97,18.62
11/30/2018,19.97,18.62
12/1/2018,19.97,18.62
12/2/2018,19.97,18.62
12/3/2018,19.97,18.62
12/4/2018,19.97,18.62
12/5/2018,19.97,18.62
12/6/2018,18.45,17.18
12/7/2018,18.45,17.18
12/8/2018,18.45,17.18
12/9/2018,18.45,17.18
12/10/2018,18.45,17.18
12/11/2018,18.45,17.18
12/12/2018,18.45,17.18
12/13/2018,18.45,17.18
12/14/2018,18.45,17.18
12/15/2018,18.45,17.18
12/16/2018,18.45,17.18
12/17/2018,18.45,17.18
12/18/2018,18.45,17.18
12/19/2018,18.45,17.18
12/20/2018,18.45,17.18
12/21/2018,18.14,16.78
12/22/2018,18.14,16.78
12/23/2018,18.14,16.78
12/24/2018,18.14,16.78
12/25/2018,18.14,16.78
12/26/2018,18.14,16.78
12/27/2018,18.14,16.78
12/28/2018,18.14,16.78
12/29/2018,18.14,16.78
12/30/2018,18.14,16.78
12/31/2018,18.14,16.78
1/1/2019,17.6,16.27
1/2/2019,17.6,16.27
1/3/2019,17.6,16.27
1/4/2019,17.6,16.27
1/5/2019,17.6,16.27
1/6/2019,17.6,16.27
1/7/2019,17.6,16.27
1/8/2019,17.6,16.27
1/9/2019,17.6,16.27
1/10/2019,17.6,16.27
1/11/2019,17.6,16.27
1/12/2019,17.6,16.27
1/13/2019,17.6,16.27
1/14/2019,17.6,16.27
1/15/2019,17.6,16.27
1/16/2019,17.6,16.27
1/17/2019,17.6,16.27
1/18/2019,17.6,16.27
1/19/2019,17.6,16.27
1/20/2019,17.6,16.27
1/21/2019,17.6,16.27
1/22/2019,17.6,16.27
1/23/2019,17.6,16.27
1/24/2019,17.6,16.27
1/25/2019,17.6,16.27
1/26/2019,17.6,16.27
1/27/2019,17.6,16.27
1/28/2019,17.6,16.27
1/29/2019,17.6,16.27
1/30/2019,17.6,16.27
1/31/2019,17.6,16.27
2/1/2019,17.6,16.27
2/2/2019,17.6,16.27
2/3/2019,17.6,16.27
2/4/2019,17.6,16.27
2/5/2019,17.6,16.27
2/6/2019,17.6,16.27
2/7/2019,17.6,16.27
2/8/2019,17.6,16.27
2/9/2019,17.6,16.27
2/10/2019,17.6,16.27
2/11/2019,17.6,16.27
2/12/2019,17.6,16.27
2/13/2019,17.6,16.27
2/14/2019,17.6,16.27
2/15/2019,17.6,16.27
2/16/2019,17.6,16.27
2/17/2019,17.6,16.27
2/18/2019,17.6,16.27
2/19/2019,17.6,16.27
2/20/2019,17.6,16.27
2/21/2019,17.6,16.27
2/22/2019,17.6,16.27
2/23/2019,17.6,16.27
2/24/2019,17.6,16.27
2/25/2019,17.6,16.27
2/26/2019,17.6,16.27
2/27/2019,17.6,16.27
2/28/2019,17.6,16.27
3/1/2019,17.6,16.27
3/2/2019,18.54,17.21
3/3/2019,18.54,17.21
3/4/2019,18.54,17.21
3/5/2019,18.54,17.21
3/6/2019,18.54,17.21
3/7/2019,18.54,17.21
3/8/2019,18.54,17.21
3/9/2019,18.54,17.21
3/10/2019,18.54,17.21
3/11/2019,18.54,17.21
3/12/2019,18.54,17.21
3/13/2019,18.54,17.21
3/14/2019,18.54,17.21
3/15/2019,18.54,17.21
3/16/2019,18.54,17.21
3/17/2019,18.54,17.21
3/18/2019,18.54,17.21
3/19/2019,18.54,17.21
3/20/2019,18.54,17.21
3/21/2019,18.54,17.21
3/22/2019,18.54,17.21
3/23/2019,18.54,17.21
3/24/2019,18.54,17.21
3/25/2019,18.54,17.21
3/26/2019,18.54,17.21
3/27/2019,18.54,17.21
3/28/2019,18.54,17.21
3/29/2019,18.54,17.21
3/30/2019,18.54,17.21
3/31/2019,18.54,17.21
4/1/2019,18.54,17.21
4/2/2019,20.03,18.58
4/3/2019,20.03,18.58
4/4/2019,20.03,18.58
4/5/2019,20.03,18.58
4/6/2019,20.03,18.58
4/7/2019,20.03,18.58
4/8/2019,20.03,18.58
4/9/2019,20.03,18.58
4/10/2019,20.03,18.58
4/11/2019,20.03,18.58
4/12/2019,20.03,18.58
4/13/2019,20.03,18.58
4/14/2019,20.03,18.58
4/15/2019,20.03,18.58
4/16/2019,20.03,18.58
4/17/2019,21.23,19.7
4/18/2019,21.23,19.7
4/19/2019,21.23,19.7
4/20/2019,21.23,19.7
4/21/2019,21.23,19.7
4/22/2019,21.23,19.7
4/23/2019,21.23,19.7
4/24/2019,21.23,19.7
4/25/2019,21.23,19.7
4/26/2019,21.23,19.7
4/27/2019,21.23,19.7
4/28/2019,21.23,19.7
4/29/2019,21.23,19.7
4/30/2019,21.23,19.7
5/1/2019,21.23,19.7
5/2/2019,22.19,20.68
5/3/2019,22.19,20.68
5/4/2019,22.19,20.68
5/5/2019,22.19,20.68
5/6/2019,22.19,20.68
5/7/2019,22.19,20.68
5/8/2019,22.19,20.68
5/9/2019,22.19,20.68
5/10/2019,22.19,20.68
5/11/2019,22.19,20.68
5/12/2019,22.19,20.68
5/13/2019,22.19,20.68
5/14/2019,22.19,20.68
5/15/2019,22.19,20.68
5/16/2019,22.19,20.68
5/17/2019,21.59,20.48
5/18/2019,21.59,20.48
5/19/2019,21.59,20.48
5/20/2019,21.59,20.48
