date,RON 95-III,RON 92-II
12/10/2021,22.8,22.08
12/11/2021,22.8,22.08
12/12/2021,22.8,22.08
12/13/2021,22.8,22.08
12/14/2021,22.8,22.08
12/15/2021,22.8,22.08
12/16/2021,22.8,22.08
12/17/2021,22.8,22.08
12/18/2021,22.8,22.08
12/19/2021,22.8,22.08
12/20/2021,22.8,22.08
12/21/2021,22.8,22.08
12/22/2021,22.8,22.08
12/23/2021,22.8,22.08
12/24/2021,22.8,22.08
12/25/2021,23.29,22.55
12/26/2021,23.29,22.55
12/27/2021,23.29,22.55
12/28/2021,23.29,22.55
12/29/2021,23.29,22.55
12/30/2021,23.29,22.55
12/31/2021,23.29,22.55
1/1/2022,23.29,22.55
1/2/2022,23.29,22.55
1/3/2022,23.29,22.55
1/4/2022,23.29,22.55
1/5/2022,23.29,22.55
1/6/2022,23.29,22.55
1/7/2022,23.29,22.55
1/8/2022,23.29,22.55
1/9/2022,23.29,22.55
1/10/2022,23.29,22.55
1/11/2022,23.87,23.15
1/12/2022,23.87,23.15
1/13/2022,23.87,23.15
1/14/2022,23.87,23.15
1/15/2022,23.87,23.15
1/16/2022,23.87,23.15
1/17/2022,23.87,23.15
1/18/2022,23.87,23.15
1/19/2022,23.87,23.15
1/20/2022,23.87,23.15
1/21/2022,24.36,23.59
1/22/2022,24.36,23.59
1/23/2022,24.36,23.59
1/24/2022,24.36,23.59
1/25/2022,24.36,23.59
1/26/2022,24.36,23.59
1/27/2022,24.36,23.59
1/28/2022,24.36,23.59
1/29/2022,24.36,23.59
1/30/2022,24.36,23.59
1/31/2022,24.36,23.59
2/1/2022,24.36,23.59
2/2/2022,24.36,23.59
2/3/2022,24.36,23.59
2/4/2022,24.36,23.59
2/5/2022,24.36,23.59
2/6/2022,24.36,23.59
2/7/2022,24.36,23.59
2/8/2022,24.36,23.59
2/9/2022,24.36,23.59
2/10/2022,24.36,23.59
2/11/2022,25.32,24.57
2/12/2022,25.32,24.57
2/13/2022,25.32,24.57
2/14/2022,25.32,24.57
2/15/2022,25.32,24.57
2/16/2022,25.32,24.57
2/17/2022,25.32,24.57
2/18/2022,25.32,24.57
2/19/2022,25.32,24.57
2/20/2022,25.32,24.57
2/21/2022,26.28,25.53
2/22/2022,26.28,25.53
2/23/2022,26.28,25.53
2/24/2022,26.28,25.53
2/25/2022,26.28,25.53
2/26/2022,26.28,25.53
2/27/2022,26.28,25.53
2/28/2022,26.28,25.53
3/1/2022,26.83,26.07
3/2/2022,26.83,26.07
3/3/2022,26.83,26.07
3/4/2022,26.83,26.07
3/5/2022,26.83,26.07
3/6/2022,26.83,26.07
3/7/2022,26.83,26.07
3/8/2022,26.83,26.07
3/9/2022,26.83,26.07
3/10/2022,26.83,26.07
3/11/2022,29.82,28.98
3/12/2022,29.82,28.98
3/13/2022,29.82,28.98
3/14/2022,29.82,28.98
3/15/2022,29.82,28.98
3/16/2022,29.82,28.98
3/17/2022,29.82,28.98
3/18/2022,29.82,28.98
3/19/2022,29.82,28.98
3/20/2022,29.82,28.98
3/21/2022,29.19,28.33
3/22/2022,29.19,28.33
3/23/2022,29.19,28.33
3/24/2022,29.19,28.33
3/25/2022,29.19,28.33
3/26/2022,29.19,28.33
3/27/2022,29.19,28.33
3/28/2022,29.19,28.33
3/29/2022,29.19,28.33
3/30/2022,29.19,28.33
3/31/2022,29.19,28.33
4/1/2022,28.15,27.3
4/2/2022,28.15,27.3
4/3/2022,28.15,27.3
4/4/2022,28.15,27.3
4/5/2022,28.15,27.3
4/6/2022,28.15,27.3
4/7/2022,28.15,27.3
4/8/2022,28.15,27.3
4/9/2022,28.15,27.3
4/10/2022,28.15,27.3
4/11/2022,28.15,27.3
4/12/2022,27.31,26.47
4/13/2022,27.31,26.47
4/14/2022,27.31,26.47
4/15/2022,27.31,26.47
4/16/2022,27.31,26.47
4/17/2022,27.31,26.47
4/18/2022,27.31,26.47
4/19/2022,27.31,26.47
4/20/2022,27.31,26.47
4/21/2022,27.99,27.13
4/22/2022,27.99,27.13
4/23/2022,27.99,27.13
4/24/2022,27.99,27.13
4/25/2022,27.99,27.13
4/26/2022,27.99,27.13
4/27/2022,27.99,27.13
4/28/2022,27.99,27.13
4/29/2022,27.99,27.13
4/30/2022,27.99,27.13
5/1/2022,27.99,27.13
5/2/2022,27.99,27.13
5/3/2022,27.99,27.13
5/4/2022,28.43,27.46
5/5/2022,28.43,27.46
5/6/2022,28.43,27.46
5/7/2022,28.43,27.46
5/8/2022,28.43,27.46
5/9/2022,28.43,27.46
5/10/2022,28.43,27.46
5/11/2022,29.98,28.95
5/12/2022,29.98,28.95
5/13/2022,29.98,28.95
5/14/2022,29.98,28.95
5/15/2022,29.98,28.95
5/16/2022,29.98,28.95
5/17/2022,29.98,28.95
5/18/2022,29.98,28.95
5/19/2022,29.98,28.95
5/20/2022,29.98,28.95
5/21/2022,29.98,28.95
5/22/2022,29.98,28.95
5/23/2022,30.65,29.63
5/24/2022,30.65,29.63
5/25/2022,30.65,29.63
5/26/2022,30.65,29.63
5/27/2022,30.65,29.63
5/28/2022,30.65,29.63
5/29/2022,30.65,29.63
5/30/2022,30.65,29.63
5/31/2022,30.65,29.63
6/1/2022,31.57,30.23
6/2/2022,31.57,30.23
6/3/2022,31.57,30.23
6/4/2022,31.57,30.23
6/5/2022,31.57,30.23
6/6/2022,31.57,30.23
6/7/2022,31.57,30.23
6/8/2022,31.57,30.23
6/9/2022,31.57,30.23
6/10/2022,31.57,30.23
6/11/2022,31.57,30.23
6/12/2022,31.57,30.23
6/13/2022,32.37,31.11
6/14/2022,32.37,31.11
6/15/2022,32.37,31.11
6/16/2022,32.37,31.11
6/17/2022,32.37,31.11
6/18/2022,32.37,31.11
6/19/2022,32.37,31.11
6/20/2022,32.37,31.11
6/21/2022,32.87,31.3
6/22/2022,32.87,31.3
6/23/2022,32.87,31.3
6/24/2022,32.87,31.3
6/25/2022,32.87,31.3
6/26/2022,32.87,31.3
6/27/2022,32.87,31.3
6/28/2022,32.87,31.3
6/29/2022,32.87,31.3
6/30/2022,32.87,31.3
7/1/2022,32.76,30.89
7/2/2022,32.76,30.89
7/3/2022,32.76,30.89
7/4/2022,32.76,30.89
7/5/2022,32.76,30.89
7/6/2022,32.76,30.89
7/7/2022,32.76,30.89
7/8/2022,32.76,30.89
7/9/2022,32.76,30.89
7/10/2022,32.76,30.89
7/11/2022,29.67,27.78
7/12/2022,29.67,27.78
7/13/2022,29.67,27.78
7/14/2022,29.67,27.78
7/15/2022,29.67,27.78
7/16/2022,29.67,27.78
7/17/2022,29.67,27.78
7/18/2022,29.67,27.78
7/19/2022,29.67,27.78
7/20/2022,29.67,27.78
7/21/2022,26.07,25.07
7/22/2022,26.07,25.07
7/23/2022,26.07,25.07
7/24/2022,26.07,25.07
7/25/2022,26.07,25.07
7/26/2022,26.07,25.07
7/27/2022,26.07,25.07
7/28/2022,26.07,25.07
7/29/2022,26.07,25.07
7/30/2022,26.07,25.07
7/31/2022,26.07,25.07
8/1/2022,25.6,24.62
8/2/2022,25.6,24.62
8/3/2022,25.6,24.62
8/4/2022,25.6,24.62
8/5/2022,25.6,24.62
8/6/2022,25.6,24.62
8/7/2022,25.6,24.62
8/8/2022,25.6,24.62
8/9/2022,25.6,24.62
8/10/2022,25.6,24.62
8/11/2022,25.6,24.62
8/12/2022,25.6,24.62
8/13/2022,25.6,24.62
8/14/2022,25.6,24.62
8/15/2022,25.6,24.62
8/16/2022,25.6,24.62
8/17/2022,25.6,24.62
8/18/2022,25.6,24.62
8/19/2022,25.6,24.62
8/20/2022,25.6,24.62
8/21/2022,25.6,24.62
8/22/2022,24.66,23.72
8/23/2022,24.66,23.72
8/24/2022,24.66,23.72
8/25/2022,24.66,23.72
8/26/2022,24.66,23.72
8/27/2022,24.66,23.72
8/28/2022,24.66,23.72
8/29/2022,24.66,23.72
8/30/2022,24.66,23.72
8/31/2022,24.66,23.72
9/1/2022,24.66,23.72
9/2/2022,24.66,23.72
9/3/2022,24.66,23.72
9/4/2022,24.66,23.72
9/5/2022,24.23,23.35
9/6/2022,24.23,23.35
9/7/2022,24.23,23.35
9/8/2022,24.23,23.35
9/9/2022,24.23,23.35
9/10/2022,24.23,23.35
9/11/2022,24.23,23.35
9/12/2022,23.21,22.23
9/13/2022,23.21,22.23
9/14/2022,23.21,22.23
9/15/2022,23.21,22.23
9/16/2022,23.21,22.23
9/17/2022,23.21,22.23
9/18/2022,23.21,22.23
9/19/2022,23.21,22.23
9/20/2022,23.21,22.23
9/21/2022,22.58,21.78
9/22/2022,22.58,21.78
9/23/2022,22.58,21.78
9/24/2022,22.58,21.78
9/25/2022,22.58,21.78
9/26/2022,22.58,21.78
9/27/2022,22.58,21.78
9/28/2022,22.58,21.78
9/29/2022,22.58,21.78
9/30/2022,22.58,21.78
10/1/2022,22.58,21.78
10/2/2022,22.58,21.78
10/3/2022,21.44,20.73
10/4/2022,21.44,20.73
10/5/2022,21.44,20.73
10/6/2022,21.44,20.73
10/7/2022,21.44,20.73
10/8/2022,21.44,20.73
10/9/2022,21.44,20.73
10/10/2022,21.44,20.73
10/11/2022,22,21.29
10/12/2022,22,21.29
10/13/2022,22,21.29
10/14/2022,22,21.29
10/15/2022,22,21.29
10/16/2022,22,21.29
10/17/2022,22,21.29
10/18/2022,22,21.29
10/19/2022,22,21.29
10/20/2022,22,21.29
10/21/2022,22.34,21.49
10/22/2022,22.34,21.49
10/23/2022,22.34,21.49
10/24/2022,22.34,21.49
10/25/2022,22.34,21.49
10/26/2022,22.34,21.49
10/27/2022,22.34,21.49
10/28/2022,22.34,21.49
10/29/2022,22.34,21.49
10/30/2022,22.34,21.49
10/31/2022,22.34,21.49
11/1/2022,22.75,21.87
11/2/2022,22.75,21.87
11/3/2022,22.75,21.87
11/4/2022,22.75,21.87
11/5/2022,22.75,21.87
11/6/2022,22.75,21.87
11/7/2022,22.75,21.87
11/8/2022,22.75,21.87
11/9/2022,22.75,21.87
11/10/2022,22.75,21.87
11/11/2022,23.86,22.71
11/12/2022,23.86,22.71
11/13/2022,23.86,22.71
11/14/2022,23.86,22.71
11/15/2022,23.86,22.71
11/16/2022,23.86,22.71
11/17/2022,23.86,22.71
11/18/2022,23.86,22.71
11/19/2022,23.86,22.71
11/20/2022,23.86,22.71
11/21/2022,23.78,22.67
11/22/2022,23.78,22.67
11/23/2022,23.78,22.67
11/24/2022,23.78,22.67
11/25/2022,23.78,22.67
11/26/2022,23.78,22.67
11/27/2022,23.78,22.67
11/28/2022,23.78,22.67
11/29/2022,23.78,22.67
11/30/2022,23.78,22.67
12/1/2022,22.7,21.67
12/2/2022,22.7,21.67
12/3/2022,22.7,21.67
12/4/2022,22.7,21.67
12/5/2022,22.7,21.67
12/6/2022,22.7,21.67
12/7/2022,22.7,21.67
12/8/2022,22.7,21.67
12/9/2022,22.7,21.67
12/10/2022,22.7,21.67
12/11/2022,22.7,21.67
12/12/2022,21.2,20.34
12/13/2022,21.2,20.34
12/14/2022,21.2,20.34
12/15/2022,21.2,20.34
12/16/2022,21.2,20.34
12/17/2022,21.2,20.34
12/18/2022,21.2,20.34
12/19/2022,21.2,20.34
12/20/2022,21.2,20.34
12/21/2022,20.7,19.97
12/22/2022,20.7,19.97
12/23/2022,20.7,19.97
12/24/2022,20.7,19.97
12/25/2022,20.7,19.97
12/26/2022,20.7,19.97
12/27/2022,20.7,19.97
12/28/2022,20.7,19.97
12/29/2022,20.7,19.97
12/30/2022,20.7,19.97
12/31/2022,20.7,19.97
1/1/2023,21.8,21.02
1/2/2023,21.8,21.02
1/3/2023,21.8,21.02
1/4/2023,21.8,21.02
1/5/2023,21.8,21.02
1/6/2023,21.8,21.02
1/7/2023,21.8,21.02
1/8/2023,21.8,21.02
1/9/2023,21.8,21.02
1/10/2023,21.8,21.02
1/11/2023,22.15,21.35
1/12/2023,22.15,21.35
1/13/2023,22.15,21.35
1/14/2023,22.15,21.35
1/15/2023,22.15,21.35
1/16/2023,22.15,21.35
1/17/2023,22.15,21.35
1/18/2023,22.15,21.35
1/19/2023,22.15,21.35
1/20/2023,22.15,21.35
1/21/2023,22.15,21.35
1/22/2023,22.15,21.35
1/23/2023,22.15,21.35
1/24/2023,22.15,21.35
1/25/2023,22.15,21.35
1/26/2023,22.15,21.35
1/27/2023,22.15,21.35
1/28/2023,22.15,21.35
1/29/2023,22.15,21.35
1/30/2023,23.14,22.32
1/31/2023,23.14,22.32
2/1/2023,23.14,22.32
2/2/2023,23.14,22.32
2/3/2023,23.14,22.32
2/4/2023,23.14,22.32
2/5/2023,23.14,22.32
2/6/2023,23.14,22.32
2/7/2023,23.14,22.32
2/8/2023,23.14,22.32
2/9/2023,23.14,22.32
2/10/2023,23.14,22.32
2/11/2023,23.14,22.32
2/12/2023,23.14,22.32
2/13/2023,23.76,22.86
2/14/2023,23.76,22.86
2/15/2023,23.76,22.86
2/16/2023,23.76,22.86
2/17/2023,23.76,22.86
2/18/2023,23.76,22.86
2/19/2023,23.76,22.86
2/20/2023,23.76,22.86
2/21/2023,23.44,22.54
2/22/2023,23.44,22.54
2/23/2023,23.44,22.54
2/24/2023,23.44,22.54
2/25/2023,23.44,22.54
2/26/2023,23.44,22.54
2/27/2023,23.44,22.54
2/28/2023,23.44,22.54
3/1/2023,23.32,22.42
3/2/2023,23.32,22.42
3/3/2023,23.32,22.42
3/4/2023,23.32,22.42
3/5/2023,23.32,22.42
3/6/2023,23.32,22.42
3/7/2023,23.32,22.42
3/8/2023,23.32,22.42
3/9/2023,23.32,22.42
3/10/2023,23.32,22.42
3/11/2023,23.32,22.42
3/12/2023,23.32,22.42
3/13/2023,23.81,22.8
3/14/2023,23.81,22.8
3/15/2023,23.81,22.8
3/16/2023,23.81,22.8
3/17/2023,23.81,22.8
3/18/2023,23.81,22.8
3/19/2023,23.81,22.8
3/20/2023,23.81,22.8
3/21/2023,23.03,22.02
3/22/2023,23.03,22.02
3/23/2023,23.03,22.02
3/24/2023,23.03,22.02
3/25/2023,23.03,22.02
3/26/2023,23.03,22.02
3/27/2023,23.03,22.02
3/28/2023,23.03,22.02
3/29/2023,23.03,22.02
3/30/2023,23.03,22.02
3/31/2023,23.03,22.02
4/1/2023,23.03,22.02
4/2/2023,23.03,22.02
4/3/2023,23.12,22.08
4/4/2023,23.12,22.08
4/5/2023,23.12,22.08
4/6/2023,23.12,22.08
4/7/2023,23.12,22.08
4/8/2023,23.12,22.08
4/9/2023,23.12,22.08
4/10/2023,23.12,22.08
4/11/2023,24.24,23.17
4/12/2023,24.24,23.17
4/13/2023,24.24,23.17
4/14/2023,24.24,23.17
4/15/2023,24.24,23.17
4/16/2023,24.24,23.17
4/17/2023,24.24,23.17
4/18/2023,24.24,23.17
4/19/2023,24.24,23.17
4/20/2023,24.24,23.17
4/21/2023,23.63,22.68
4/22/2023,23.63,22.68
4/23/2023,23.63,22.68
4/24/2023,23.63,22.68
4/25/2023,23.63,22.68
4/26/2023,23.63,22.68
4/27/2023,23.63,22.68
4/28/2023,23.63,22.68
4/29/2023,23.63,22.68
4/30/2023,23.63,22.68
5/1/2023,23.63,22.68
5/2/2023,23.63,22.68
5/3/2023,23.63,22.68
5/4/2023,22.32,21.43
5/5/2023,22.32,21.43
5/6/2023,22.32,21.43
5/7/2023,22.32,21.43
5/8/2023,22.32,21.43
5/9/2023,22.32,21.43
5/10/2023,22.32,21.43
5/11/2023,21,20.13
5/12/2023,21,20.13
5/13/2023,21,20.13
5/14/2023,21,20.13
5/15/2023,21,20.13
5/16/2023,21,20.13
5/17/2023,21,20.13
5/18/2023,21,20.13
5/19/2023,21,20.13
5/20/2023,21,20.13
5/21/2023,21,20.13
5/22/2023,21.49,20.48
5/23/2023,21.49,20.48
5/24/2023,21.49,20.48
5/25/2023,21.49,20.48
5/26/2023,21.49,20.48
5/27/2023,21.49,20.48
5/28/2023,21.49,20.48
5/29/2023,21.49,20.48
5/30/2023,21.49,20.48
5/31/2023,21.49,20.48
6/1/2023,21.49,20.48
6/2/2023,21.49,20.48
6/3/2023,21.49,20.48
6/4/2023,21.49,20.48
6/5/2023,21.49,20.48
6/6/2023,21.49,20.48
6/7/2023,21.49,20.48
6/8/2023,21.49,20.48
6/9/2023,21.49,20.48
6/10/2023,21.49,20.48
6/11/2023,21.49,20.48
6/12/2023,21.49,20.48
6/13/2023,21.49,20.48
6/14/2023,21.49,20.48
6/15/2023,21.49,20.48
6/16/2023,21.49,20.48
6/17/2023,21.49,20.48
6/18/2023,21.49,20.48
6/19/2023,21.49,20.48
6/20/2023,21.49,20.48
6/21/2023,22.01,20.87
6/22/2023,22.01,20.87
6/23/2023,22.01,20.87
6/24/2023,22.01,20.87
6/25/2023,22.01,20.87
6/26/2023,22.01,20.87
6/27/2023,22.01,20.87
6/28/2023,22.01,20.87
6/29/2023,22.01,20.87
6/30/2023,22.01,20.87
7/1/2023,22.01,20.87
7/2/2023,22.01,20.87
7/3/2023,21.42,20.47
7/4/2023,21.42,20.47
7/5/2023,21.42,20.47
7/6/2023,21.42,20.47
7/7/2023,21.42,20.47
7/8/2023,21.42,20.47
7/9/2023,21.42,20.47
7/10/2023,21.42,20.47
7/11/2023,21.49,20.41
7/12/2023,21.49,20.41
7/13/2023,21.49,20.41
7/14/2023,21.49,20.41
7/15/2023,21.49,20.41
7/16/2023,21.49,20.41
7/17/2023,21.49,20.41
7/18/2023,21.49,20.41
7/19/2023,21.49,20.41
7/20/2023,21.49,20.41
7/21/2023,22.79,21.63
7/22/2023,22.79,21.63
7/23/2023,22.79,21.63
7/24/2023,22.79,21.63
7/25/2023,22.79,21.63
7/26/2023,22.79,21.63
7/27/2023,22.79,21.63
7/28/2023,22.79,21.63
7/29/2023,22.79,21.63
7/30/2023,22.79,21.63
7/31/2023,22.79,21.63
8/1/2023,23.96,22.79
8/2/2023,23.96,22.79
8/3/2023,23.96,22.79
8/4/2023,23.96,22.79
8/5/2023,23.96,22.79
8/6/2023,23.96,22.79
8/7/2023,23.96,22.79
8/8/2023,23.96,22.79
8/9/2023,23.96,22.79
8/10/2023,23.96,22.79
8/11/2023,23.99,22.82
8/12/2023,23.99,22.82
8/13/2023,23.99,22.82
8/14/2023,23.99,22.82
8/15/2023,23.99,22.82
8/16/2023,23.99,22.82
8/17/2023,23.99,22.82
8/18/2023,23.99,22.82
8/19/2023,23.99,22.82
8/20/2023,23.99,22.82
8/21/2023,24.6,23.33
8/22/2023,24.6,23.33
8/23/2023,24.6,23.33
8/24/2023,24.6,23.33
8/25/2023,24.6,23.33
8/26/2023,24.6,23.33
8/27/2023,24.6,23.33
8/28/2023,24.6,23.33
8/29/2023,24.6,23.33
8/30/2023,24.6,23.33
8/31/2023,24.6,23.33
9/1/2023,24.6,23.33
9/2/2023,24.6,23.33
9/3/2023,24.6,23.33
9/4/2023,24.6,23.33
9/5/2023,24.6,23.33
9/6/2023,24.6,23.33
9/7/2023,24.6,23.33
9/8/2023,24.6,23.33
9/9/2023,24.6,23.33
9/10/2023,24.6,23.33
9/11/2023,24.87,23.47
9/12/2023,24.87,23.47
9/13/2023,24.87,23.47
9/14/2023,24.87,23.47
9/15/2023,24.87,23.47
9/16/2023,24.87,23.47
9/17/2023,24.87,23.47
9/18/2023,24.87,23.47
9/19/2023,24.87,23.47
9/20/2023,24.87,23.47
9/21/2023,25.74,24.19
9/22/2023,25.74,24.19
9/23/2023,25.74,24.19
9/24/2023,25.74,24.19
9/25/2023,25.74,24.19
9/26/2023,25.74,24.19
9/27/2023,25.74,24.19
9/28/2023,25.74,24.19
9/29/2023,25.74,24.19
9/30/2023,25.74,24.19
10/1/2023,25.74,24.19
10/2/2023,24.84,23.5
10/3/2023,24.84,23.5
10/4/2023,24.84,23.5
10/5/2023,24.84,23.5
10/6/2023,24.84,23.5
10/7/2023,24.84,23.5
10/8/2023,24.84,23.5
10/9/2023,24.84,23.5
10/10/2023,24.84,23.5
10/11/2023,23.04,21.9
10/12/2023,23.04,21.9
10/13/2023,23.04,21.9
10/14/2023,23.04,21.9
10/15/2023,23.04,21.9
10/16/2023,23.04,21.9
10/17/2023,23.04,21.9
10/18/2023,23.04,21.9
10/19/2023,23.04,21.9
10/20/2023,23.04,21.9
10/21/2023,23.04,21.9
10/22/2023,23.04,21.9
10/23/2023,23.51,22.36
10/24/2023,23.51,22.36
10/25/2023,23.51,22.36
10/26/2023,23.51,22.36
10/27/2023,23.51,22.36
10/28/2023,23.51,22.36
10/29/2023,23.51,22.36
10/30/2023,23.51,22.36
10/31/2023,23.51,22.36
11/1/2023,23.92,22.61
11/2/2023,23.92,22.61
11/3/2023,23.92,22.61
11/4/2023,23.92,22.61
11/5/2023,23.92,22.61
11/6/2023,23.92,22.61
11/7/2023,23.92,22.61
11/8/2023,23.92,22.61
11/9/2023,23.92,22.61
11/10/2023,23.92,22.61
11/11/2023,23.92,22.61
11/12/2023,23.92,22.61
