name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vietnam,2021-06-22,37,26.4,32.3,46.1,26.4,39.3,24.9,66.6,1,100,12.5,rain,,,,18.4,65.4,1002.4,74.9,10.8,101.2,8.7,3,,2021-06-22T05:16:17,2021-06-22T18:40:56,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-06-23,34,26,29.8,40.6,26,34.6,24.6,75.2,42.062,100,8.33,rain,,,,13,172.1,1003.6,71.1,10,97.7,8.5,3,,2021-06-23T05:16:31,2021-06-23T18:41:07,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-24,32.5,26,28.1,44.1,26,32.9,25.9,88.6,1.307,100,4.17,rain,,,,14.8,69.1,1002.6,69.9,9.8,123.5,10.7,4,,2021-06-24T05:16:46,2021-06-24T18:41:18,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-25,32,25,28.2,40,25,32.2,25.1,83.9,0.096,100,4.17,rain,,,,25.9,103.1,1002.6,66.7,8.9,149.5,12.9,4,,2021-06-25T05:17:01,2021-06-25T18:41:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-26,35,25,29,42.3,25,32.8,24.2,77.5,38.067,100,8.33,rain,,,,14.8,124.7,1003.5,64.1,10.7,125.1,10.8,4,,2021-06-26T05:17:17,2021-06-26T18:41:37,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-27,37,26,32,43.1,26,36.7,23.6,64.4,6.832,100,4.17,rain,,,,14.8,174.8,1002.1,77.1,10.6,166.2,14.2,5,,2021-06-27T05:17:34,2021-06-27T18:41:45,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-28,37.4,29,33.6,44,34.5,38.9,23.1,55.3,0.3,100,12.5,rain,,,,11.2,213.3,999.2,87.3,10.6,116.5,9.9,5,,2021-06-28T05:17:51,2021-06-28T18:41:52,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-29,35.4,30,32.5,42.9,33.7,38,23.5,59.5,0.178,100,4.17,rain,,,,16.6,128.3,999.5,88.9,10.1,165.7,14.2,6,,2021-06-29T05:18:09,2021-06-29T18:41:58,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-06-30,36,28,32,42.1,32.7,37.6,24,64.8,0.024,100,4.17,rain,,,,16.6,141.1,1000,82.7,10.1,163,14,5,,2021-06-30T05:18:27,2021-06-30T18:42:03,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-01,36,30.4,32.8,41.2,34.6,37.7,22.8,56.4,0,0,0,,,,,18.4,178.3,1000.6,88,10.1,140,12.1,4,,2021-07-01T05:18:46,2021-07-01T18:42:07,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-02,38,30,33.7,43.1,33.3,38.2,22.3,52.6,0,0,0,,,,,22.3,219.3,1001.8,82.6,10.6,140.4,11.9,4,,2021-07-02T05:19:05,2021-07-02T18:42:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-03,37,30,32.9,43.7,36.5,39.3,24.2,62,0,0,0,,,,,13,317.9,1001.9,70.1,10.4,161.1,13.9,5,,2021-07-03T05:19:25,2021-07-03T18:42:12,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-04,37,29,32.7,44.9,36.5,40.6,25.4,67,1.3,100,12.5,rain,,,,18.4,117.8,1002.6,70,10.6,137.2,11.9,5,,2021-07-04T05:19:45,2021-07-04T18:42:13,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-05,33,26,30.2,42.4,26,37.3,25.6,77.4,3.976,100,8.33,rain,,,,20.5,124.9,1004.2,76.8,9.8,175.6,15,6,,2021-07-05T05:20:06,2021-07-05T18:42:13,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-06,35,27.7,31.3,42.3,33,37.4,24.6,69.4,3.8,100,62.5,rain,,,,16.6,116.9,1003.9,50.5,10.2,231.1,19.8,7,,2021-07-06T05:20:27,2021-07-06T18:42:12,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-07,34,27,29.6,40.5,31.2,35.8,25.6,80.5,23.788,100,12.5,rain,,,,11.5,326.5,1004.4,70.7,9.9,107.2,9.2,3,,2021-07-07T05:20:48,2021-07-07T18:42:10,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-07-08,29.4,24.8,27.2,35.7,24.8,31,25.6,91.1,55.191,100,20.83,rain,,,,20.5,97.8,1006.1,83.6,9,155.4,13.3,5,,2021-07-08T05:21:10,2021-07-08T18:42:07,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-09,33,26,29,42.3,26,34.3,25.6,83,7.025,100,12.5,rain,,,,16.6,124.1,1008.3,56.4,9.7,248,21.5,8,,2021-07-09T05:21:32,2021-07-09T18:42:02,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-10,32.3,26,29,39.4,26,34.3,25.1,80.3,11.832,100,4.17,rain,,,,14.8,100.3,1008.8,54.9,10,297.7,25.8,9,,2021-07-10T05:21:54,2021-07-10T18:41:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-11,35,26,30.2,39.8,26,34,23.8,71.6,3.9,100,58.33,rain,,,,16.6,144.6,1009.6,50.3,11,246.5,21.4,7,,2021-07-11T05:22:17,2021-07-11T18:41:50,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-07-12,35,27,30.9,41.3,31.2,36.3,24.4,70.9,2.7,100,58.33,rain,,,,20.5,141.3,1008.4,35.3,11.7,260.2,22.5,8,,2021-07-12T05:22:40,2021-07-12T18:41:43,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-13,35,27.7,30.9,42.1,33.2,37.5,25.2,73.5,5.8,100,66.67,rain,,,,20.5,137.7,1006.2,53.1,10.3,224.6,19.4,7,,2021-07-13T05:23:02,2021-07-13T18:41:34,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-14,35,28,31.3,41.4,34.1,37.7,24.9,71.1,2,100,54.17,rain,,,,24.1,131.5,1005.7,44.5,10.3,172,14.7,7,,2021-07-14T05:23:26,2021-07-14T18:41:24,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-15,35,27,31.2,39.8,31.8,37,24.4,69.3,1.5,100,41.67,rain,,,,20.5,136.2,1007.2,48.3,11.4,186.7,16,6,,2021-07-15T05:23:49,2021-07-15T18:41:13,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-16,36,27,31.3,42.3,31.2,36.8,24.2,68.6,0,0,0,,,,,14.8,127,1007.5,37.1,11.9,237.9,20.5,8,,2021-07-16T05:24:12,2021-07-16T18:41:01,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-17,35.7,27,31.3,42.9,31.2,37.2,24.6,69.5,1.5,100,29.17,rain,,,,22.3,115.3,1003.9,43.2,10.9,266.6,23.1,8,,2021-07-17T05:24:36,2021-07-17T18:40:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-18,31.4,25,27.8,42.4,25,33,26.1,90.9,0.852,100,4.17,rain,,,,18.4,100.6,1001.7,77.7,9.7,182.7,15.6,6,,2021-07-18T05:24:59,2021-07-18T18:40:33,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-19,34.4,25,28.8,40.7,25,32.8,24.5,79.3,1,100,33.33,rain,,,,16.6,87.2,1001.8,57.2,9.7,124.1,10.8,4,,2021-07-19T05:25:23,2021-07-19T18:40:18,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-20,35,26,29.3,42.4,26,34.7,25.5,81.9,0.098,100,4.17,rain,,,,22.3,310.9,1002.2,70.8,9.7,170.5,14.7,6,,2021-07-20T05:25:46,2021-07-20T18:40:01,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-21,35,26,29,40.7,26,32.8,24.9,80.7,0.168,100,4.17,rain,,,,22.3,316.3,1001.4,61.4,9.4,142.7,12.3,5,,2021-07-21T05:26:10,2021-07-21T18:39:43,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-07-22,32,26,28.2,41.6,26,33.3,26.3,90.1,32.277,100,8.33,rain,,,,13,2.6,999.9,54.3,8.9,133.2,11.3,4,,2021-07-22T05:26:34,2021-07-22T18:39:24,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-23,27.1,26,26.7,31.8,26,29.6,26.3,97.9,51.086,100,16.67,rain,,,37.1,18.4,292.6,998.3,85.4,7.9,106.8,9.1,4,,2021-07-23T05:26:57,2021-07-23T18:39:04,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-24,36,26.8,30.1,43.2,30.6,36.8,26.1,81.2,1.952,100,4.17,rain,,,,24.1,346.5,998.3,49.7,8.9,272.3,23.5,9,,2021-07-24T05:27:21,2021-07-24T18:38:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-07-25,35,27,30.1,47.3,31.2,36.5,25.4,77.7,3.2,100,41.67,rain,,,,14.8,328.4,999.8,56.1,9.9,265.9,22.7,8,,2021-07-25T05:27:44,2021-07-25T18:38:21,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-26,35.1,26,30.2,42.2,26,35.7,25,76,0.241,100,4.17,rain,,,,14.8,273.3,999.4,66.4,10,199.6,17.2,6,,2021-07-26T05:28:08,2021-07-26T18:37:58,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-27,36.4,27,31.3,45.8,31.8,38.2,25.4,73.4,0.195,100,4.17,rain,,,,11.2,262.9,997.6,65.4,11.5,215.7,18.5,7,,2021-07-27T05:28:31,2021-07-27T18:37:33,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-07-28,36.5,28,31,46,33,38.2,25.6,74.8,0.216,100,4.17,rain,,,,18.4,7.7,997.4,62.2,11.1,198.7,17.2,7,,2021-07-28T05:28:54,2021-07-28T18:37:08,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-29,35,28,30.2,47.3,33.6,38,26.5,81.8,7.763,100,8.33,rain,,,,20.5,302.8,999,62.9,9.9,141.1,12.2,4,,2021-07-29T05:29:17,2021-07-29T18:36:41,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-30,36,27.4,31.2,45.8,32.7,38.4,25.8,75.2,0.007,100,4.17,rain,,,,11.2,129.9,999.6,58.4,8.7,194.2,16.8,7,,2021-07-30T05:29:40,2021-07-30T18:36:14,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-07-31,37,28,31.9,47.3,34.5,41.5,26.8,76.1,4.1,100,12.5,rain,,,,14.8,59.3,998.3,55.7,9.8,165.8,14.3,6,,2021-07-31T05:30:03,2021-07-31T18:35:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-01,31,25,27.9,44.3,25,32.8,26.1,90.3,16.124,100,8.33,rain,,,,13,295.7,999.2,86.9,9.6,127.9,10.9,4,,2021-08-01T05:30:25,2021-08-01T18:35:15,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-02,36.3,27,30.9,43.3,31.8,38.3,26.1,78,3.3,100,45.83,rain,,,,14.4,278.9,998.4,47.3,9.7,199.4,17.1,8,,2021-08-02T05:30:48,2021-08-02T18:34:44,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-03,36.7,27,31.5,44.3,30.1,37.9,24.9,70.6,0.2,100,8.33,rain,,,,13,298.1,999.4,60.3,9.9,186.6,16.1,6,,2021-08-03T05:31:10,2021-08-03T18:34:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-04,37.5,28,32.7,46.5,35.6,41.7,26.3,71.4,0.3,100,12.5,rain,,,,13,301.2,999.6,47.6,10.9,218,18.9,7,,2021-08-04T05:31:32,2021-08-04T18:33:40,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-08-05,36.7,29,33,47.9,38.2,43.1,26.6,71.5,0,0,0,,,,,16.6,305.2,998.1,44,9.1,203.5,17.5,7,,2021-08-05T05:31:54,2021-08-05T18:33:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-06,38.2,29,33.9,46.2,39.5,42.3,25.2,64.2,0,0,0,,,,,20.5,263.6,998.7,51.4,9,167.7,14.6,6,,2021-08-06T05:32:15,2021-08-06T18:32:32,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-07,38.7,30,34.1,47.3,37.3,42.3,25,62,0,0,0,,,,,14.8,241.9,999.9,60.9,10.5,164.9,14.4,6,,2021-08-07T05:32:36,2021-08-07T18:31:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-08,34.5,27,30.5,52,30.6,41.3,27.9,86.4,0,0,0,,,,,14.8,68.9,1001.3,65.3,10.1,151.2,13,4,,2021-08-08T05:32:58,2021-08-08T18:31:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-09,32.4,27,30.1,46.5,30.6,40,27.6,86.8,0.3,100,12.5,rain,,,,13,79.3,1001.7,73.8,8.6,105,9.2,3,,2021-08-09T05:33:18,2021-08-09T18:30:42,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-10,30.1,25,27.4,40.4,25,31.8,26,92.1,22.87,100,16.67,rain,,,,24.1,132.2,1002.3,85.3,9.3,87.4,7.6,3,,2021-08-10T05:33:39,2021-08-10T18:30:03,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-11,33.2,24.8,27.3,45.8,24.8,31.1,26,93.5,24.548,100,12.5,rain,,,,20.5,107.4,1004.8,77.3,8.1,114.4,9.7,4,,2021-08-11T05:33:59,2021-08-11T18:29:24,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-12,32.4,24,27.3,44.3,24,31.2,25.9,92.1,48.797,100,8.33,rain,,,,16.6,75.4,1006,75.2,8.4,132.4,11.4,4,,2021-08-12T05:34:19,2021-08-12T18:28:44,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-13,35,25.8,29.9,45.8,25.8,35.6,25.9,81.2,0.976,100,4.17,rain,,,,14.8,114,1002.1,78.5,9.8,140.2,12.2,4,,2021-08-13T05:34:39,2021-08-13T18:28:03,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-08-14,35,24,29.9,45.8,24,36.4,25.8,81.2,0.004,100,8.33,rain,,,,16.6,134,1000.9,68.6,9,95.8,8.3,3,,2021-08-14T05:34:59,2021-08-14T18:27:21,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-08-15,31.8,26,28.3,42.4,26,34.4,27,92.8,0.098,100,4.17,rain,,,,14.8,92.5,1005.2,76.3,9.7,128.5,11.1,4,,2021-08-15T05:35:18,2021-08-15T18:26:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
