name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vietnam,2021-05-01,29,23,25.5,32,23,26.5,22.6,84.2,0.146,100,8.33,rain,,,,14.8,117.6,1011.5,67.5,8.6,172.8,14.8,6,,2021-05-01T05:26:14,2021-05-01T18:21:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-02,32,24,27.5,37.5,24,30,24.3,84.1,3.962,100,12.5,rain,,,,20.5,124.2,1009.7,68.3,7.7,156.4,13.5,6,,2021-05-02T05:25:37,2021-05-02T18:21:50,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-05-03,33.2,23.8,29,39.6,23.8,33.8,24.9,79.8,1.5,100,62.5,rain,,,,24.1,140.5,1007.2,73.4,9.9,221.5,19.1,8,,2021-05-03T05:25:01,2021-05-03T18:22:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-05-04,34,24.3,29.2,39.4,24.3,32.9,24.2,76.6,5.6,100,41.67,rain,,,,24.1,118.1,1007.4,58.3,10.1,237.2,20.5,7,,2021-05-04T05:24:25,2021-05-04T18:22:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-05-05,27.4,22.5,24.7,32,22.5,25.8,23.3,91.9,43.155,100,8.33,rain,,,,22.3,78.7,1011.4,81.3,9.2,110.3,9.4,4,,2021-05-05T05:23:51,2021-05-05T18:23:02,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-06,32.1,22.9,26.8,36.3,22.9,28.4,22.4,79.1,0.295,100,4.17,rain,,,,16.6,142.2,1012.7,49.3,9,198.4,17.1,7,,2021-05-06T05:23:17,2021-05-06T18:23:26,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-07,32,25,28,36.8,25,30.7,24,80.6,0.2,100,8.33,rain,,,,16.6,131.5,1011.5,56.1,8.2,236,20.3,8,,2021-05-07T05:22:45,2021-05-07T18:23:50,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-08,31,25,27.9,39.1,25,31.7,25.2,85.8,0.1,100,4.17,rain,,,,16.6,115.9,1008.6,68.5,8.6,175.5,15,6,,2021-05-08T05:22:13,2021-05-08T18:24:15,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-09,33,26,29,42.3,26,33.8,25.5,82.6,0.3,100,12.5,rain,,,,20.5,118.1,1006.5,68.7,9.8,197.5,16.9,7,,2021-05-09T05:21:42,2021-05-09T18:24:39,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-10,35,26,30.1,43.4,26,36.2,25.6,78.5,0.3,100,12.5,rain,,,,25.9,123.2,1004.8,48.4,10.2,311.3,26.8,10,,2021-05-10T05:21:13,2021-05-10T18:25:04,0.95,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-11,36,25.1,29.4,43.3,25.1,34.3,25,79.3,24.399,100,4.17,rain,,,,27.7,116.1,1004.2,52.8,9,277,23.9,9,,2021-05-11T05:20:44,2021-05-11T18:25:29,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-12,34.1,25,29.3,43.8,25,35.3,25.7,81.9,2.842,100,4.17,rain,,,,20.5,109.7,1003.9,49,9.5,240.3,20.7,8,,2021-05-12T05:20:16,2021-05-12T18:25:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-13,32.3,24,27.4,42.4,24,31.1,25.3,88.7,6.734,100,8.33,rain,,,,23.2,93.9,1005,81.6,9.4,235.1,20.2,8,,2021-05-13T05:19:49,2021-05-13T18:26:19,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-14,34,25,29.2,41.6,25,33.9,24.9,79.1,0.17,100,4.17,rain,,,,24.1,132.1,1004.7,41.4,9.3,206,17.6,8,,2021-05-14T05:19:23,2021-05-14T18:26:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-15,34,27.8,30,42,33.1,37.4,26.2,81.1,0.098,100,4.17,rain,,,,24.1,131.9,1005,65.6,10.3,244.5,21.1,8,,2021-05-15T05:18:59,2021-05-15T18:27:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-16,35,26.6,30.3,43.3,26.6,37.2,26,78.9,0.195,100,4.17,rain,,,,22.3,120.9,1005.2,74.9,10,159,13.6,6,,2021-05-16T05:18:35,2021-05-16T18:27:36,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,remote,VVNB"
vietnam,2021-05-17,34,27,29.9,42.5,31.2,37.1,26.2,81.6,1.161,100,4.17,rain,,,,20.5,123.1,1006.4,70.9,9.8,191.3,16.5,6,,2021-05-17T05:18:13,2021-05-17T18:28:01,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-18,33.1,28,30.1,41.8,33.6,37.7,26.3,80.6,0.1,100,4.17,rain,,,,24.1,128.2,1005.9,80.3,10.1,117.5,10.2,4,,2021-05-18T05:17:51,2021-05-18T18:28:27,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-19,35.1,27,30.7,45.4,30.6,38.6,26.2,77.9,0,0,0,,,,,24.1,127.2,1003.4,63.5,10.6,132,11.2,4,,2021-05-19T05:17:31,2021-05-19T18:28:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-20,35.4,27,31,43.8,30.6,38.8,26,76.4,0,0,0,,,,,22.3,108.3,1003.4,50.2,10,104.4,9,3,,2021-05-20T05:17:11,2021-05-20T18:29:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-21,33.4,28,30.1,45.8,34.3,38.8,27,84.1,0.079,100,8.33,rain,,,,20.5,109.6,1003.2,73.5,9.7,126.9,10.9,4,,2021-05-21T05:16:53,2021-05-21T18:29:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-22,36,27.8,31.3,48.3,32.9,40.2,26.6,77.4,0,0,0,,,,,27.7,115.9,1001.5,45.5,11.1,133,11.5,4,,2021-05-22T05:16:36,2021-05-22T18:30:09,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-23,35,28.8,30.9,44.9,35.8,39.8,26.8,79.9,0.39,100,4.17,rain,,,,24.1,116.2,1003.8,70.2,10.7,160,13.8,5,,2021-05-23T05:16:19,2021-05-23T18:30:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-24,29.4,25,27.4,36.8,25,30,23.6,80.8,8.786,100,4.17,rain,,,,22.3,357.9,1009,87.6,9.7,175,15.2,6,,2021-05-24T05:16:04,2021-05-24T18:31:00,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-25,27.7,23,25.7,30.5,23,26.6,22.6,83.5,10.531,100,12.5,rain,,,,16.6,347.2,1009,85.9,8.4,204.7,17.7,7,,2021-05-25T05:15:50,2021-05-25T18:31:26,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-26,34,25,28.9,40.4,25,33.1,25,81.3,2.935,100,4.17,rain,,,,22.3,126.1,1006.8,50.1,9.5,277.7,23.8,9,,2021-05-26T05:15:38,2021-05-26T18:31:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-27,33.6,27,29.9,44.1,31.2,36.4,25.7,79.1,2.6,100,66.67,rain,,,,20.5,122.5,1007.6,53,10.7,271.9,23.6,9,,2021-05-27T05:15:26,2021-05-27T18:32:16,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-28,34.4,27,30.3,42,31.2,36.6,25.4,77.2,8.7,100,66.67,rain,,,,18.4,116.2,1007.6,54.2,9.4,139.2,12,5,,2021-05-28T05:15:15,2021-05-28T18:32:41,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-29,36,28,31.2,43.5,34.5,38.8,26,76,1.366,100,4.17,rain,,,,25.9,122.5,1004.9,63.6,9.3,125.6,10.9,4,,2021-05-29T05:15:05,2021-05-29T18:33:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-30,38.6,28,32.4,44.2,34.5,39.9,25.4,70,0,0,0,,,,,16.6,106.6,1002.2,41.5,10.9,113.7,9.8,4,,2021-05-30T05:14:57,2021-05-30T18:33:30,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
vietnam,2021-05-31,39,27.9,33.6,45.8,33.2,41,24.8,63.7,0,0,0,,,,,16.6,120.8,1000.4,55.9,11.7,145.2,12.5,5,,2021-05-31T05:14:49,2021-05-31T18:33:55,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB,remote"
vietnam,2021-06-01,39.4,29,34.4,45.8,37.7,41.8,24.4,59.6,0.7,100,16.67,rain,,,,20.5,164.4,1000.6,56,10.5,136.2,11.7,5,,2021-06-01T05:14:43,2021-06-01T18:34:19,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
